"ID/EAN","NOMBRE","MARCA","PRESENTACION","ID_CATEGORIA","IMAGEN"
"7790150480243","Condimento para Carnes Sobre Alicante 25 Gr","ALICANTE","25.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/207156/0779015048024-02-3595.jpg?v=637850837819430000"
"7790150440360","Cebolla Deshidratada Alicante 50 Gr","ALICANTE","50.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/206495/0779015044036-02-19492.jpg?v=637850834158370000"
"7794000006119","Cebolla Deshidratada Knorr 100 Gr","KNORR","100.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/1/3/b/13b0683a56aea07ae1c9c4cf4d14e175"
"7790150406953","Aji Molido Sobre Alicante 50 Gr","ALICANTE","50.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/207162/0779015040695-02-9516.jpg?v=637850837837430000"
"7790150490471","Condimento para Pizza Alicante 25 Un 50 Gr","ALICANTE","50.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/7/0/8/708c0e4d1b2be7b2c2bc8f0f40d7cbd9"
"7790150465479","Comino Molido Sobre Alicante 50 Gr","ALICANTE","50.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/206493/0779015046547-02-19497.jpg?v=637850834151500000"
"7790150545287","Perejil Deshidratado Alicante 25 Gr","ALICANTE","25.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/3/f/9/3f932256bb89d2f58d1df0603d9c6f33"
"7790580135737","Condimento para Pizza La Campagnola 23 Gr","LA CAMPAGNOLA","23.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/e/c/a/ecaeb624291159a002ae260180ecef03"
"7790150570371","Provenzal sin TACC Alicante 50 Gr","ALICANTE","50.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/218269/0779015057037-01-3604.jpg?v=637854286872970000"
"7790150540336","Oregano Sobre Alicante 50 Gr","ALICANTE","50.0 gr","1","https://jumboargentina.vteximg.com.br/arquivos/ids/682258/Oregano-Alicante-St-X50gr-1-876405.jpg?v=637759677776030000"
"7790150532607","Mix Especias Oriental Alicante 108 Un 50 Gr","ALICANTE","50.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/c/4/2/c427ef50c282d68270f0f803d9bc1f0c"
"7790150532508","Mix Especias Italiano Alicante 12 Un 20 Gr","ALICANTE","20.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/e/8/7/e8799e2d15e29f87fc94c9e189bd60c5"
"7790150532300","Especias Mix Criollo Alicante 108 Un 25 Gr","ALICANTE","25.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/0/0/c/00c23fd6e3cfb3af129109f877ebd54c"
"7790150436080","Canela en Rama Alicante 20 Gr","ALICANTE","20.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/3/2/1/321bd88b0c28c670e4b2ccfad75c8299"
"7790150531181","Laurel en Hojas Alicante 10 Gr","ALICANTE","10.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/205461/0779015053118-02-19503.jpg?v=637850745931070000"
"7790150573280","Romero Alicante 15 Gr","ALICANTE","15.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/206470/0779015057328-02-3605.jpg?v=637850834080570000"
"7790150535394","Nuez Moscada Molida Alicante 25 Gr","ALICANTE","25.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/206548/0779015053539-02-9536.jpg?v=637850834350670000"
"7790598091742","Romero Don Ubaldo 15 Gr","DON UBALDO","15.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/d/e/b/deb875f6720c2ab49623b2fd5bd51773"
"7790598091162","Aji Molido Picante Don Ubaldo 1 Un","DON UBALDO","1.0 un","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/1/3/a/13a689b37cb0f726e0ccd0f205db035a"
"7793360124945","Tomillo La Campagnola 15 Gr","LA CAMPAGNOLA","15.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/332752/Tomillo-La-Campagnola-15g-1-64848.jpg?v=638609097765500000"
"7790598015090","Pimenton en Sobre Don Ubaldo 25 Gr","DON UBALDO","25.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/a/4/f/a4fe99b32dc079fa8b817efeabe28182"
"7790150497272","Condimento para Empanadas Alicante 25 Gr","ALICANTE","25.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/207150/0779015049727-02-9533.jpg?v=637850837802700000"
"7790598000010","Albahaca en Especias Don Ubaldo 1 Un","DON UBALDO","1.0 un","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/9/4/9/949f8385ec9d857298703c255472a491"
"7790580136734","Provenzal La Campagnola 48 Gr","LA CAMPAGNOLA","48.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/268290/Provenzal-La-Campagnola-48gr-1-38480.jpg?v=638083029893330000"
"7790598000133","Oregano Don Ubaldo 25 Gr","DON UBALDO","25.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/c/d/8/cd81a7e40f44f08127e022d9670acdf9"
"7790598000140","Oregano Don Ubaldo 50 Gr","DON UBALDO","50.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/0/a/6/0a6f9e977b2632d1c91e602bdf94124d"
"7790598000331","Perejil en Sobre Don Ubaldo 25 Gr","DON UBALDO","25.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/c/3/1/c3196902b2e837f3d31add60e401c915"
"7790598000430","Provenzal Sobre Don Ubaldo 25 Gr","DON UBALDO","25.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/1/b/e/1bead06852d1d839da42d66ceef4e121"
"7790598010064","Condimento para Pizza Don Ubaldo 25 Gr","CARREFOUR","25.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/8/5/e/85e1bb8076bef907ea9f953fb6867b3e"
"7790598010217","Aji Molido Don Ubaldo 25 Gr","CARREFOUR","25.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/a/0/c/a0c1083594c90d86c37abae6420274ad"
"7790598012136","Comino Don Ubaldo 1 Un","DON UBALDO","1.0 un","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/b/e/6/be691cf6f48730018770536cc2f21960"
"7790598021701","Provenzal Don Ubaldo 50 Gr","DON UBALDO","50.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/a/9/f/a9fce977a3bd1f8df31b22e8f7322378"
"7796373112701","Salvia La Parmesana 20 Gr","LA PARMESANA","20.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/b/b/1/bb1dca4abdc70f6e6ee33609dd4e0f63"
