codigo_interno,nombre_producto,precio_producto
321428,cepillo de dientes colgate + pasta 30 g portable 1uni,"5.790,00"
167039,pañales para adulto primer precio con gel xg 10uni,"8.490,00"
312538,pañales duffy cotton medianos 36uni,"14.190,00"
311134,pañales duffy premium cotton p 40uni,"17.990,00"
311139,pañales duffy premium cotton xxg 30uni,"17.990,00"
303744,toallitas desmaquillantes nivea micelar cuidado suave 25uni,"7.199,00"
147234,pasta dental sensodyne blanqueador extra fresh 50grs,"5.149,00"
305584,elásticos para cabello cooperativa escolares 8uni,"1.549,00"
304186,elásticos para pelo cooperativa colores varios 8uni,"1.690,00"
459800,cepillo cooperativa paleta 1uni,"6.090,00"
110152,shampoo capilatis brillo extremo 410cm3,"9.549,00"
309864,desodorante axe marine fresh ocean aerosol 230cm3,"5.449,00"
313183,shampoo dove bond intense repair 200cm3,"6.350,00"
117247,desodorante antitranspirante rexona v8 en barra 50grs,"5.826,00"
313111,cepillo de dientes colgate max white carbón 2uni,"6.490,00"
309980,shampoo para niños johnson's hidratación intensa 200cm3,"4.849,00"
316313,acondicionador plusbelle óleo nutrición coco 700cm3,"5.490,00"
312648,jabón de tocador lux botanicals flor de vainilla 120grs,"1.349,00"
313967,acondicionador fructis aloe hidra clean 350cm3,"8.490,00"
316926,shampoo pantene biotinamina b3 anticaída 300cm3,"9.850,00"
305301,crema corporal cicatricure hidratación intensiva 400cm3,"12.090,00"
311263,crema corporal nivea hidratación express cuidado completo 125cm3,"4.500,00"
304677,crema loreal revitalift ácido hialurónico día 50cm3,"43.990,00"
305377,pincel cooperativa para tintura 1uni,"1.449,00"
304197,pinza de depilar cooperativa 1uni,"1.490,00"
322492,hisopos de bambú meraki  100uni,"3.599,00"
316274,máscara de tratamiento sedal luminous uv 300grs,"4.590,00"
312174,jabón de tocador lux botanicals lirio azul x3 360grs,"4.328,00"
310830,toallitas femeninas lina esencial con alas 16uni,"3.399,00"
310667,toallitas femeninas ladysoft ultra protect con alas 16uni,"5.399,00"
316314,shampoo plusbelle óleo nutrición +coco 700cm3,"5.490,00"
312675,jabón en barra rexona sensible x3 multipack 360grs,"4.096,00"
317081,shampoo tresemmé keratina antifrizz 500cm3,"9.990,00"
315027,pasta dental sensodyne protección completa 140grs,"10.400,00"
321836,acondicionador pantene bambú nutre & crece 250cm3,"10.200,00"
310843,toallitas femeninas ladysoft normal protect con alas 8uni,"2.490,00"
310668,toallitas femeninas ladysoft ultra con alas tela suave  8uni,"2.890,00"
312383,jabón de glicerina lux limón y flores 270grs,"4.490,00"
304164,alicate cooperativa chico 1uni,"2.090,00"
238462,tintura issue keratina tono 9 rubio claro claro 1uni,"3.590,00"
238517,tintura issue keratina tono 8.3 rubio claro dorado 1uni,"3.590,00"
192924,toallitas desmaquillantes q-soft hidratantes 25uni,"4.000,00"
459806,cepillo cooperativa limpia espalda 1uni,"5.690,00"
305500,tintura silkey key kolor rubio oscuro ceniza 6.1 1uni,"7.690,00"
310181,kit tintura nutrisse clásico tono 70 almendra 1uni,"16.590,00"
315571,kit tintura excellence creme tono 6.66 rojizo profundo 1uni,"24.140,00"
321625,shampoo dove uv repair & glow 200cm3,"6.350,00"
318308,gel de limpieza antiimperfecciones con ácido salicílico garnier 200cm3,"21.100,00"
321730,crema facial dermaglós facial hidratación diaria 50grs,"20.190,00"
305415,biberon acinturado teddy con tetina de silicona 140ml,"8.542,50"
312670,jabón de tocador rexona sensible 120grs,"1.490,00"
307764,máquina para afeitar gillette venus íntima 4uni,"15.307,00"
312385,jabón de glicerina lux manzanilla 270grs,"4.490,00"
310416,acondicionador para bebé johnson's original 400cm3,"10.759,00"
310414,acondicionador para bebé johnson's cabellos claros 400cm3,"10.890,00"
310415,acondicionador para bebé johnson's original 200cm3,"6.599,00"
235420,colonia bebé jolie danielle 90cm3,"9.690,00"
312172,jabón de tocador lux botanicals rosas francesas 120grs,"1.590,00"
316927,shampoo pantene biotinamina b3 anticaída 510cm3,"15.950,00"
305455,crema corporal cicatricure firmeza hidratación intensiva 400cm3,"12.090,00"
230453,antitranspirante hinds delicious roll on 60grs,"2.390,00"
307456,mascarilla capilar elvive nutritiva óleo extraordinario 300cm3,"11.990,00"
307709,tratamiento capilar capilatis anti-daño 200grs,"8.190,00"
312764,serum elvive glycolic gloss 100cm3,"22.212,00"
307921,toallitas femeninas nosotras clásica  8uni,"2.590,00"
312507,toallitas femeninas doncella nocturnas con alas suave 16uni,"3.749,00"
306635,tampones primer precio medio 16uni,"4.990,00"
317388,toallitas femeninas always ultrafina seca 8uni,"6.072,00"
313032,toallitas femeninas nosotras invisible suave 30uni,"8.949,00"
312678,jabón de tocador rexona nutritive orchid x3 360grs,"4.096,00"
316272,acondicionador sedal luminous uv 650cm3,"8.990,00"
310857,acondicionador pantene pro-v miracle liso infinito 400cm3,"10.200,00"
317561,acondicionador pantene pro-v colageno 250cm3,"9.850,00"
259525,after shave kevin loción 60cm3,"12.190,00"
322968,desodorante antitranspirante dove men comfort protection en aerosol 250cm3,"7.790,00"
316265,desodorante aerosol axe cherry spritz  150cm3,"5.750,00"
459797,peine cooperativa de bolsillo 1uni,"1.149,00"
304184,broche cooperativa carey 1uni,"1.249,00"
459799,peine cooperativa grande con mango 1uni,"1.249,00"
305369,set lima + tijera cooperativa 2uni,"3.913,00"
311947,desodorante axe aqua citrus aerosol 150cm3,"5.750,00"
302265,crema facial pond's rejuveness 100grs,"6.625,00"
315277,cepillo de dientes colgate total whitening suave 2uni,"10.100,00"
318220,jabón líquido palmolive naturals camelia y almendra 200cm3,"2.230,00"
312170,jabón de tocador lux botanicals lirio azul 120grs,"1.590,00"
312580,pañales pampers baby-dry hipoalergénico g 22uni,"10.914,00"
323108,afeitadora descartable gillette daisy classic 2uni,"3.699,00"
311983,cepillo de dientes gum multi clean suave 1uni,"5.449,00"
321432,cepillo de dientes colgate 360 suave x 2 1uni,"6.890,00"
320520,máquina para afeitar groomen 500 + repuesto 5 filos 1uni,"8.790,00"
304479,jabón de glicerina cooperativa frutos rojos 125grs,"1.499,00"
314642,afeitadora descartable gillette prestobarba 3 extra suave 8uni,"24.990,00"
316072,pasta dental colgate protección anticaries 90grs,"3.290,00"
310666,toallitas femeninas ladysoft nocturna soft normal 8uni,"3.250,00"
309922,acondicionador familiar suave vitamin bomba delici 930cm3,"4.365,00"
304193,piedra pomez cooperativa 1uni,"1.690,00"
304196,arqueador de pestañas cooperativa 1uni,"2.790,00"
305418,biberón teddy recto cristal colores varios 250ml,"5.736,75"
305427,chupete teddy nocturno silicona sin aro colores varios,"6.411,75"
449166,aspirador nasal dispita con dos picos colores varios,"6.625,00"
310829,toallitas húmedas para bebé huggies disney sirenita 48uni,"7.290,00"
305417,biberón teddy tradicional flujo medio colores varios 250ml,"8.542,50"
307926,pack shampoo + acondicionador tío nacho herbolaria milenaria 830cm3,"11.990,00"
254825,shampoo para niños suave manzanilla talentosa 350cm3,"5.522,00"
317960,mamadera nuk first choice+ cocodrilo flujo medio 150ml,"21.990,00"
310418,shampoo para niños johnson's fragancia prolongada 400cm3,"9.349,00"
309863,desodorante axe musk canela & ambar aerosol 230cm3,"5.449,00"
305590,jabón de glicerina estrella baby 75grs,"2.400,00"
314069,set ciel shine eau de parfum 50ml + deo 123ml 1uni,"37.990,00"
308087,perfume paulvic beauty  60cm3,"14.290,00"
300728,cepillo de dientes oral-b complete 1uni,"4.519,00"
312672,jabón de tocador rexona cotton fresh 120grs,"1.490,00"
318306,máscara tratamiento sedal toque de seda 300grs,"4.590,00"
321229,jabón de glicerina lux dama de noche en barra multipack 270grs,"4.490,00"
310316,máscara de tratamiento tresemmé hidratación pro activa 300grs,"9.684,00"
317188,máscara de tratamiento tresemme keratina antifrizz 300grs,"9.684,00"
307930,crema corporal diabet tx hidratante 400cm3,"15.490,00"
312761,mascarilla elvive glycolic gloss 300cm3,"12.919,00"
303006,crema facial pond's humectante bio-hidratante 100grs,"4.663,00"
317432,crema facial loreal revitalift noche pro retinol 50cm3,"34.990,00"
317583,crema facial cicatricure neuro zen 50grs,"38.090,00"
317562,acondicionador pantene pro-v keratina 510cm3,"15.950,00"
318997,shampoo fructis hair food ananá 300cm3,"11.590,00"
321401,pasta dental oral-b extra blanco carbón+bicarbonato 70grs,"3.916,00"
305496,tintura silkey key kolor castaño mediano 4 1uni,"7.690,00"
322605,antitranspirante barra dove invisible care 53grs,"6.982,00"
305586,peine cooperativa chico 1uni,"1.149,00"
304954,hebillas invisibles cooperativa rubias 24uni,"1.190,00"
305370,colines cooperativa con brillo colores varios 6uni,"2.149,00"
315791,tintura en shampoo issue express rojo 1uni,"4.349,00"
305495,tintura silkey key kolor castaño oscuro 3 1uni,"7.690,00"
305506,tintura silkey key kolor rubio mediano arena dorado 7.3 1uni,"7.690,00"
305512,tintura silkey key kolor rubio claro ceniza 8.1 1uni,"7.690,00"
305513,tintura silkey key kolor rubio claro arena dorado 8.3 1uni,"7.690,00"
310783,tintura revlon colorsilk rubio medio cenizo 70 1uni,"8.200,00"
310784,tintura revlon colorsilk negro natural 20 1uni,"8.200,00"
318462,jabón de tocador plusbelle jazmín intenso 120grs,"1.490,00"
317087,shampoo tresemmé liso efecto botox 500cm3,"9.990,00"
316930,shampoo head & shoulders nutri honey anti-resequedad 375cm3,"8.490,00"
308125,kit tintura excellence creme tono 1 negro 1uni,"24.140,00"
310864,acondicionador pantene pro-v miracle volumen 400cm3,"10.200,00"
306183,gel íntimo prime excite con l-arginina 30grs,"8.000,00"
311744,toallitas femeninas calipso normal con fragancia 16uni,"1.719,20"
310669,toallitas femeninas ladysoft comfort soft suave con alas 8uni,"2.090,00"
312500,apósitos incontinencia nonisec moderada 10uni,"4.390,00"
312572,mascarilla intensiva pantene pro-v restauración nutri perlas 270cm3,"10.200,00"
318979,desodorante corporal dove all body deo raspberry & rose aerosol 150cm3,"7.350,00"
318546,agua micelar facial dermaglos 6 en 1 400cm3,"24.559,00"
310086,sérum facial teatrical antiarrugas 30cm3,"17.200,00"
305443,plato térmico teddy para bebé colores varios,"17.136,75"
311136,pañales duffy premium cotton g 36uni,"17.990,00"
316928,acondicionador pantene pro-v biotinamina b3 anticaída 510cm3,"15.950,00"
316925,acondicionador pantene pro-v biotinamina b3 anticaída 250cm3,"9.850,00"
307607,antitranspirante dove fresh care granada verbena roll on 50cm3,"3.588,00"
309925,shampoo suave vitaminas bomba deliciosa 930cm3,"4.365,00"
306636,tampones primer precio súper 16uni,"4.990,00"
312674,jabón de tocador rexona nutritive orchid 120grs,"1.490,00"
317088,shampoo tresemmé ondas boho 500cm3,"9.990,00"
320515,desenredante capilatis con palo amargo evita piojos 420cm3,"9.549,00"
313023,crema hidratante para bebé johnson´s recién nacido 200cm3,"5.849,00"
310413,acondicionador para bebé johnson's cabellos claros 200cm3,"6.599,00"
322673,pasta dental colgate sensitive pro alivio inmediato 60grs,"4.149,00"
305082,colonia niños danielle boy 100cm3,"17.290,00"
141561,toallitas desmaquillantes nivea 3 en 1 piel seca 25uni,"6.990,00"
321126,gel fijador roby fuerte con aloe 150grs,"2.790,00"
459794,peine cooperativa familiar con mango 1uni,"1.190,00"
304181,colines cooperativa medianos 12uni,"1.990,00"
310671,toallitas femeninas ladysoft normal soft suave con alas 8uni,"2.349,00"
321226,protectores diarios tena discreet natura care normal sin alas 15uni,"2.990,00"
310665,toallitas femeninas ladysoft normal soft con alas 16uni,"4.290,00"
321844,toallas higiénicas incontinencia tena discreet natural care  8uni,"5.090,00"
321225,toallas higiénicas tena discreet natural care extra con alas  16uni,"8.390,00"
317946,acondicionador tresemmé detox capilar 500cm3,"9.990,00"
311948,desodorante axe blue lavender aerosol 150cm3,"5.750,00"
318996,acondicionador fructis hair food ananá 300cm3,"11.590,00"
322442,acondicionador pantene bambú nutre & crece 150cm3,"6.290,00"
304149,acondicionador capilatis tratamiento natural oil argán 170cm3,"7.249,00"
315159,cepillo de dientes close up deep clean medio 2uni,"2.938,00"
305837,cepillo de dientes oral-b clean complete color collection 2uni,"7.843,00"
214446,shampoo anticaspa clear men dual effect 2 en 1 400cm3,"10.168,00"
315844,antitranspirante rexona powder dry  50grs,"5.826,00"
190418,crema facial dermaglos hidratante piel seca día 70grs,"24.188,00"
312384,jabón de glicerina lux limón y flores 90grs,"1.643,00"
322057,crema corporal cicatricure nutrición con ácido hialurónico 400ml,"12.090,00"
317112,agua micelar dermaglos piel mixta a grasa 200cm3,"17.890,00"
318544,crema dermaglós hidratación y regeneración 300cm3,"27.350,00"
314623,crema para manos dermaglós hidratación +regeneración 50grs,"15.718,00"
322366,sérum nivea cellular expert filler con ácido hialurónico 30cm3,"34.990,00"
309920,acondicionador suave vitaminas bomba jazmín 930cm3,"4.365,00"
310345,protectores diarios nosotras normal 60uni,"6.590,00"
321368,protectores diarios ladysoft respirable tela suave 100uni,"7.949,00"
317558,shampoo pantene pro-v colágeno nutre y revitaliza 510cm3,"15.950,00"
317559,acondicionador pantene pro-v colágeno 510cm3,"15.950,00"
322967,desodorante antitranspirante dove men energy boost en aerosol 150cm3,"5.590,00"
304806,pasta dental colgate natural extracts purificante 90grs,"6.290,00"
317570,jabón de tocador antibacterial protex avena+prebiótico 125grs,"1.690,00"
185882,antitranspirante etiquet active roll on 60cm3,"2.390,00"
318978,desodorante corporal dove all body deo lavender & camomile aerosol 150cm3,"7.350,00"
459795,peine cooperativa chico 1uni,"1.190,00"
304178,vincha cooperativa con formas 1uni,"1.259,00"
459792,peine cooperativa rastrillo carey 1uni,"1.390,00"
305583,colines cooperativa chicos 12uni,"1.590,00"
305371,colin cooperativa skunzi colores varios 1uni,"2.109,00"
311924,shampoo polyana ceramidas 900cm3,"3.895,00"
317391,toallitas femeninas always ultrafina seca noche 8uni,"7.165,00"
309857,cepillo de dientes colgate sensitive pro alivio 1uni,"7.200,00"
317572,jabón de tocador antibacterial protex aloe 125grs,"1.690,00"
311930,acondicionador polyana manzana 900cm3,"3.895,00"
310782,tintura revlon colorsilk castaño oscuro 30 1uni,"8.200,00"
310785,tintura colorsilk borgona oscuro 34 1uni,"8.200,00"
316140,tintura revlon colorsilk borgoña 1uni,"8.200,00"
316961,pañales para adulto promise confort p/m 8uni,"13.649,00"
317084,acondicionador tresemmé ondas boho 500cm3,"9.990,00"
309682,acondicionador fructis rizos poderosos 350cm3,"7.490,00"
314068,desodorante crandall legend aerosol 250cm3,"6.390,00"
318309,acondicionador elvive dream liso 200cm3,"7.990,00"
312167,jabón líquido lux botanicals orquídea negra 250cm3,"4.383,00"
320841,desodorante patrichs gold label aerosol 230cm3,"4.493,00"
321839,desodorante antitranspirante nivea dry comfort aerosol 150cm3,"3.501,75"
317740,acondicionador estrella baby cabellos suaves 250cm3,"5.890,00"
305555,emulsión dispita a base de óleo calcáreo con aloe vera 250cm3,"6.199,00"
318976,desodorante corporal dove men care all body deo shea butter & cedar aerosol 150cm3,"7.350,00"
305083,colonia niños danielle girl 100cm3,"17.290,00"
696674,perfume mujercitas 40cm3,"9.490,00"
166829,perfume mujercitas sunny 40cm3,"10.490,00"
305959,toallitas femeninas kotex esencial con alas 8uni,"2.549,00"
306753,cepillo de dientes colgate minions 2uni,"5.349,00"
313683,toallas higiénicas incontinencia tena discreet maxi 10uni,"11.949,00"
315334,mascarilla tratamiento sedal revitalización capilar ceramidas 300grs,"4.590,00"
316268,shampoo sedal luminous uv 190cm3,"3.690,00"
307477,crema corporal hinds bio hidratacion 350cm3,"8.300,00"
307705,crema corporal hinds rosa beauty 250cm3,"5.949,00"
306694,acondicionador dove ritual de reparación 200cm3,"5.700,00"
317563,shampoo pantene pro-v keratina repara y protege 510cm3,"15.950,00"
311636,pasta dental colgate herbal blanqueadora 140grs,"4.890,00"
312065,spray tresemmé ultra fine 311grs,"11.990,00"
312757,shampoo elvive glycolic gloss 200cm3,"7.990,00"
318311,shampoo elvive dream liso 200cm3,"7.990,00"
317065,agua micelar nivea bifásica iluminadora 400cm3,"18.590,00"
312571,acondicionador pantene 3 minute nutri perlas pro-v nutrición 170cm3,"9.494,00"
303866,crema para manos atrix intensive con manzanilla 150cm3,"8.569,00"
322368,crema corporal nivea urea body care regeneración intensiva pote 400cm3,"24.990,00"
316117,tónico hidratante dermaglos spray 200cm3,"21.439,00"
312671,jabón de tocador rexona bamboo 120grs,"1.490,00"
318463,jabón de tocador plusbelle flores rosas 120grs,"1.490,00"
312171,jabón en barra lux orquídea negra 120grs,"1.590,00"
312382,jabon de glicerina lux bromelia 90grs,"1.643,00"
318972,desodorante corporal rexona all body deo ocean rush aerosol 150cm3,"6.190,00"
318977,desodorante corporal dove men care all body deo fig & suede aerosol 150cm3,"7.350,00"
311926,shampoo polyana manzana 900cm3,"3.895,00"
305515,tintura silkey key kolor negro intenso 1 1uni,"7.690,00"
316273,shampoo sedal luminous uv 650cm3,"8.990,00"
317571,jabón de tocador antibacterial protex aloe x3 270grs,"3.950,00"
310171,kit tintura nutrisse clásico tono 10 ébano negro 1uni,"16.590,00"
310185,kit tintura nutrisse clasico tono 57 caramelo 1uni,"16.590,00"
