codigo_interno,nombre_producto,precio_producto
310738,agua saborizada pureza de las sierras pomelo 1500cm3,"1.249,00"
310731,jugo listo arcor multifruta 1000cm3,"2.190,00"
310729,jugo arcor naranja 1000cm3,"2.190,00"
323271,gaseosa seven up lima limón descartable 2000cm3,"3.750,00"
315763,cerveza rubia oro andes origen lata 473cm3,"1.400,00"
310737,agua saborizada pureza de las sierras naranja 1500cm3,"1.249,00"
128215,whisky johnnie walker blue label 750cm3,"509.990,00"
318320,cerveza sin alcohol heineken 0.0% lata 473cm3,"3.000,00"
293993,vino tinto la linda malbec 750cm3,"10.850,00"
282281,vino de mesa pico de oro tinto tetra brik 1000cm3,"2.500,00"
309914,vino tinto pacheco pereda malbec 750cm3,"6.200,00"
220776,agua de mesa jubahí 8000cm3,"3.250,00"
317283,jugo de limón cooperativa 500cm3,"1.490,00"
221395,jugo de limón minerva 250cm3,"1.949,00"
314372,polvo para preparar bebida arcor naranja 15grs,"369,00"
947210,vino tinto latitud 33 malbec 750cm3,"6.880,00"
239340,jugo bc la campagnola multifruta 1000cm3,"2.650,00"
312050,gaseosa pepsi descartable 500cm3,"1.650,00"
296725,whisky chivas regal extra 13 años 700cm3,"88.045,00"
171185,jugo de limón monte alto 500cm3,"1.915,00"
115193,gaseosa pepsi en lata 354cm3,"1.400,00"
321402,vodka sernova candy 700cm3,"10.990,00"
311066,vino blanco colon selecto dulce fresco 750cm3,"6.040,00"
281545,sidra 1930 saccani demi sec 750cm3,"4.990,00"
310736,agua saborizada pureza de las sierras manzana 1500cm3,"1.249,00"
312051,gaseosa pepsi descartable 1500cm3,"2.190,00"
315751,cerveza salta cautiva session ipa lata 473cm3,"1.990,00"
171183,jugo de limón monte alto 1000cm3,"2.665,00"
313001,vino tinto canciller blend 750cm3,"2.500,00"
313445,vino tinto canciller red blend  1125cm3,"3.990,00"
309910,vino tinto cuesta del madero malbec 750cm3,"3.990,00"
236432,vino tinto nampe malbec 1125cm3,"5.000,00"
317662,vino tinto nicasia vineyards grand blend 750cm3,"17.900,00"
227141,agua de mesa jubahí 6000cm3,"2.590,00"
317052,agua saborizada pureza de las sierras pera 1500cm3,"1.249,00"
298742,vino blanco los pasos dulce 750cm3,"4.500,00"
315760,cerveza rubia quilmes clásica lata 710cm3,"2.200,00"
290527,puré de pera zummy pouch 110cm3,"1.349,00"
314377,polvo para preparar bebida arcor naranja dulce 15grs,"369,00"
285799,vino tinto trumpeter cabernet franc 750cm3,"10.350,00"
128216,whisky johnnie walker gold label reserve 750cm3,"119.990,00"
282293,vino tinto marqués del sur magnum blend 1125cm3,"3.590,00"
313004,vino blanco estancia mendoza chenin chardonnay 750cm3,"3.990,00"
278189,espumante latitud 33 dulce 750cm3,"9.240,00"
276059,vodka skyy infusions pineapple 750cm3,"7.990,00"
309913,vino tinto pacheco pereda cabernet sauvignon 750cm3,"6.200,00"
281984,vino tinto santa julia dulce natural  750cm3,"8.290,00"
322194,gaseosa mirinda manzana descartable 2250cm3,"1.990,00"
102041,vino tinto marcus cabernet merlot 750cm3,"5.990,00"
316932,vino tinto prudente malbec 750cm3,"2.500,00"
696761,vino blanco nampe chardonnay 750cm3,"4.600,00"
315759,cerveza patagonia lager del sur 730cm3,"6.400,00"
321244,infusión hierbas del oasis para gin tonic especiado 25grs,"13.359,00"
239338,jugo bc la campagnola naranja 1000cm3,"2.650,00"
317841,jugo fruggina naranja 250cm3,"2.265,00"
311052,cerveza amstel lager pura malta lata 473cm3,"1.800,00"
295722,aperitivo cazalis leger  950cm3,"6.199,00"
315038,vino tinto estancia mendoza cabernet malbec 750cm3,"3.990,00"
312054,gaseosa pepsi descartable 3000cm3,"4.550,00"
947229,vino tinto latitud 33 cabernet sauvignon 750cm3,"6.880,00"
287606,jugo las brisas orgánico limón y menta 330cm3,"3.399,00"
234162,jugo de limón dos anclas 500cm3,"2.569,00"
289521,fernet capri 700cm3,"5.670,00"
893978,licor tres plumas curacao triple sec 700cm3,"3.990,00"
165059,gaseosa seven up lima limón descartable 3000cm3,"4.550,00"
323121,cerveza lata brahma chopp 710cm3,"3.600,00"
310908,jugo listo pura frutta kids naranja 250cm3,"1.879,00"
316705,espumante freixenet x dulce 750ml,"15.500,00"
323178,jugo bc multifruta 200cm3,"890,00"
296612,gaseosa pritty limón descartable 2250cm3,"2.390,00"
858757,vino tinto marcus merlot 750cm3,"5.990,00"
314613,vino tinto il caprone malbec 750cm3,"5.500,00"
274091,jugo concentrado fruggina de manzana 2000cm3,"14.935,00"
276953,jugo concentrado fruggina de manzana 1000cm3,"7.939,00"
286336,jugo fruggina pera 250cm3,"2.149,00"
855960,vino cepa tradicional blend 750cm3,"9.300,00"
314376,polvo para preparar bebida arcor naranja y banana 15grs,"369,00"
313549,vino tinto pispi blend de tintas 750cm3,"12.900,00"
858722,vino tinto íntimo cabernet sauvignon 750cm3,"13.690,00"
169331,espumante baron b extra brut 1500cm3,"78.890,00"
316277,vino tinto oveja black red wine 750cm3,"4.690,00"
322901,vino tinto safari malbec 750cm3,"5.900,00"
135732,vino tinto íntimo cabernet/merlot/malbec 750cm3,"13.690,00"
317840,jugo fruggina manzana verde 500cm3,"3.090,00"
313960,jugo fruggina manzana verde 250cm3,"2.149,00"
298962,vino tinto don valentín lacrado cabernet sauvignon 750cm3,"4.680,00"
317203,vino blanco las perdices chardonnay reserva 750cm3,"14.500,00"
314619,vino blanco luca g-lot chardonnay 750cm3,"19.990,00"
316704,espumante freixenet x demisec 750ml,"7.623,00"
310276,vino tinto bianchi malbec river la maquina 750cm3,"10.290,00"
318559,vino blanco cuesta del madero blend de blancas 750cm3,"3.500,00"
214674,cerveza rubia imperial lager retornable 1000cm3,"4.305,00"
134320,vino tinto los haroldos cabernet sauvignon 750cm3,"8.100,00"
318073,vino tinto hermanos tormenta trueno malbec viognier 750cm3,"8.400,00"
316462,vino blanco la posta vino blanco 750cm3,"8.490,00"
316707,vino tinto acordeón cabernet sauvignon 750ml,"9.100,00"
287616,jugo las brisas orgánico manzana con stevia 330cm3,"2.379,00"
316703,espumante freixenet x extra brut 750ml,"7.623,00"
314561,vodka smirnoff spicy tamarind 700cm3,"11.990,00"
317265,gin heredero original en estuche con copa 700cm3,"24.990,00"
285146,whisky benchmark bourbon 750cm3,"47.850,00"
315798,ades soja sabor natural 1000cm3,"3.230,00"
309903,vino tinto mandala malbec 750cm3,"3.500,00"
857068,vino tinto santa florentina malbec syrah 750cm3,"7.990,00"
856762,vino tinto santa florentina malbec 750cm3,"8.490,00"
317030,gin oid mortales cruce de los andes 750cm3,"10.990,00"
317048,gin oid mortales caja con copa 750cm3,"22.990,00"
278482,agua saborizada con gas cooperativa naranja/durazno 2000cm3,"1.590,00"
290662,caña padilla durazno 700cm3,"1.490,00"
312561,vino tinto el náufrago cabernet sauvignon 750cm3,"3.190,00"
309906,vino tinto frida malbec 750cm3,"3.500,00"
441906,vino tinto goyenechea malbec roble 750cm3,"3.690,00"
315037,vino tinto estancia mendoza merlot malbec 750cm3,"3.990,00"
260440,vino blanco goyenechea tocai dulce natural 750cm3,"4.200,00"
437617,vino tinto santa julia tempranillo reserva 750cm3,"4.600,00"
298745,vino tinto séptima malbec 750cm3,"4.990,00"
260438,vino tinto centenario malbec 750cm3,"5.090,00"
296517,vino tinto santa julia malbec del mercado 750cm3,"5.190,00"
298747,vino tinto séptima cabernet sauvignon 750cm3,"6.990,00"
310266,vino tinto trivento private select malbec 750cm3,"7.490,00"
268916,vino tinto estiba i red blend 750cm3,"7.995,00"
315241,vino tinto picapedrero blend 750cm3,"8.000,00"
315243,vino tinto picapedrero tannat 750cm3,"8.000,00"
298795,vino tinto antigal uno malbec 750cm3,"8.290,00"
318169,vino tinto hermanos tormenta rayo malbec torrontés 750cm3,"8.400,00"
316455,vino blanco altaland torrontés 750cm3,"8.490,00"
110286,vino tinto santa julia cabernet sauvignon reserva 750cm3,"9.064,64"
316706,vino tinto acordeón malbec 750ml,"9.100,00"
316708,vino blanco acordeón chardonnay 750ml,"9.100,00"
316710,vino rosado acordeón rosé 750ml,"9.100,00"
310277,vino tinto bianchi malbec boca xeneizes 750cm3,"10.290,00"
318556,vino blanco artesano de argento organico pinot gris 750cm3,"10.390,00"
317264,gin heredero dry 700cm3,"9.990,00"
311850,gin oid mortales federal clásico 750cm3,"10.990,00"
116373,vino tinto saurus patagonia malbec 750cm3,"11.500,00"
251587,espumante deseado rosé  750cm3,"13.500,00"
314621,vino rosado cuchillo de palo rosé 750cm3,"13.990,00"
271494,vino trumpeter malbec con estuche 750cm3,"14.490,00"
298843,vino tinto zuccardi q cabernet franc 750cm3,"14.990,00"
441935,vino tinto zuccardi q cabernet sauvignon 750cm3,"14.990,00"
158046,ron bacardí gold 750cm3,"16.500,00"
158054,ron bacardi carta blanca 750cm3,"16.500,00"
312432,vino tinto gran famiglia bianchi malbec  750cm3,"18.900,00"
283407,espumante chandon cuvee reserve blanc de noirs 750cm3,"19.990,00"
283408,espumante chandon cuvée blanc de blancs chardonnay 750cm3,"19.990,00"
317031,gin oid mortales edicion limitada cerámica 1000cm3,"34.990,00"
286733,whisky the famous grouse finest 700cm3,"34.990,00"
150379,espumante baron b extra brut 750cm3,"38.410,00"
242501,whisky johnnie walker double black 750cm3,"84.990,00"
231870,envase vidrio retornable pepsi/7up 1uni,"-460,00"
231871,envase retornable gaseosa 2lts 1uni 1uni,"-460,00"
231874,envase retornable gaseosa 2.5lts 1uni 1uni,"-460,00"
231872,envase retornable cerveza 1uni,"-500,00"
323177,jugo bc naranja 200cm3,"890,00"
311276,protector labial humectante nivea original care 1uni,"6.199,00"
305333,protector labial sanacutis frutilla con manteca de cacao 1uni,"3.449,00"
311275,protector labial humectante nivea soft rosé 1uni,"6.199,00"
298790,alcohol etílico porta bialcohol al 70% 500cm3,"2.790,00"
321843,espuma para afeitar nivea men sensitive 200cm3,"8.917,00"
304419,pañuelos descartables cooperativa pocket 60uni,"1.290,00"
313201,protector solar uv defender fluido invisible de l'oreal paris fps50+ 40cm3,"34.990,00"
452728,fragancia paulvic gold for men eau de parfum 50cm3,"14.290,00"
321841,espuma para afeitar nivea men hidratante 200cm3,"8.917,00"
308710,pañuelos descartables elegante triple hoja pocket pack x6 60uni,"2.099,00"
167017,algodón primer precio clásico 70grs,"1.090,00"
317846,protector labial humectante nivea blackberry shine 1uni,"6.199,00"
322372,desodorante para pies curitas silver active 88grs,"5.499,00"
298804,alcohol etílico porta bialcohol al 70% 1000cm3,"5.290,00"
304205,algodón hidrófilo cooperativa 65grs,"1.290,00"
167020,algodón primer precio clásico 140grs,"2.490,00"
321250,protector labial nivea med repair  1uni,"6.199,00"
320711,discos desmaquillantes q-soft 70uni,"3.649,00"
304206,algodón hidrófilo cooperativa 140grs,"2.549,00"
311189,crema depilatoria depilorm facial piel normal 30grs,"5.749,00"
317271,pañales huggies talle xxg 30uni,"11.990,00"
305374,esponja gota cooperativa 1uni,"3.149,00"
313030,jabón en barra dove original individual 90grs,"2.450,00"
321251,protector labial nivea sun protect 1uni,"7.599,00"
317270,pañales huggies talle xg 30uni,"11.990,00"
304426,protectores diarios cooperativa anatómicos 50uni,"2.990,00"
167030,toallitas femeninas primer precio con gel y alas 8uni,"890,00"
315755,bandas depilatorias veet piernas y cuerpo piel sensible 6uni,"10.149,00"
313186,óleo + sérum dove bond intense repair 110cm3,"16.799,00"
311745,gel fijador cabello lord cheseline extra  150grs,"3.621,00"
305168,perfume chester ice 100cm3,"16.500,00"
317015,toallitas húmedas para bebé duffy tapa flexible 48uni,"3.890,00"
304427,toallitas femeninas cooperativa normal con alas 16uni,"1.990,00"
304194,guante cooperativa exfoliante 1uni,"1.990,00"
303606,fragancia paulvic flores rojas 55cm3,"14.290,00"
312066,máscara de tratamiento dove hidratación 300grs,"9.290,00"
304191,esponja de baño cooperativa exfoliante 1uni,"2.149,00"
318276,toallitas húmedas para bebé duffy flip top 48uni,"4.690,00"
321227,sérum capilar sedal toque de seda 100cm3,"8.590,00"
303853,jabón de tocador cooperativa cremoso x3 375grs,"2.490,00"
311127,mascarilla fructis hair food palta 350cm3,"14.990,00"
319266,protector solar nivea facial antibrillo tono medio fps 50 50cm3,"23.689,00"
319268,protector solar nivea facial ultra light tono medio fps 50 40cm3,"28.399,00"
321716,protector solar garnier facial fluido sérum super uv fps 50 + 40cm3,"31.179,00"
321327,protector solar uv defender aqua fusion loreal fps 50 + 50cm3,"34.990,00"
315754,bandas depilatorias veet axilas y bikini piel sensible 8uni,"8.990,00"
180218,protectores diarios primer precio pocket 20uni,"1.249,00"
312064,protector tresemme spray 120cm3,"8.977,00"
312547,tintura leau vive castaño claro 5 1uni,"2.890,00"
317576,antitranspirante dove original en aerosol 250cm3,"7.790,00"
311262,crema corporal nivea soft milk cuidado completo 400cm3,"10.949,00"
129463,esponja de baño primer precio rectangular 1uni,"590,00"
318537,pasta dental colgate total original mint 90grs,"5.849,00"
309898,crema para peinar sedal rizos definidos 300cm3,"4.590,00"
312680,jabón de tocador dove piel sensible x3 270grs,"6.798,00"
303617,fragancia paulvic for men 55cm3,"14.290,00"
166831,perfume kevin spirit 60cm3,"18.990,00"
305166,perfume ciel magic 50cm3,"22.349,00"
312544,tintura leau vive negro 1 1uni,"2.890,00"
318211,protector labial vaseline rosy lips 1uni,"4.790,00"
307473,toallitas demaquillantes algabo micelares 25uni,"3.499,00"
321627,óleo capilar dove uv repair & glow + ferúlico 110cm3,"16.799,00"
317269,pañales huggies talle g 36uni,"11.990,00"
312760,acondicionador elvive glycolic gloss  400cm3,"6.990,00"
310823,gel roby fijación húmedo 150grs,"2.790,00"
310675,pañales babysec premium soft xxg 30uni,"21.990,00"
459839,hisopos primer precio 100uni,"2.490,00"
311696,tintura en shampoo issue express castaño 1uni,"4.449,00"
318313,acondicionador elvive dream liso 400cm3,"6.990,00"
305378,toallitas húmedas para bebé ideal clásica doypack 50uni,"2.590,00"
321628,shampoo dove uv repair & glow 400cm3,"10.550,00"
167015,apósitos post parto doncella descartables 10uni,"2.600,00"
322895,pañales pampers supersec xxg 30uni,"21.990,00"
238458,tintura issue keratina tono 4 castaño 1uni,"3.590,00"
317385,tintura en shampoo issue express castaño claro 1uni,"4.349,00"
311694,tintura en shampoo issue express negro 1uni,"4.449,00"
315456,kit tintura excellence creme tono 7 rubio 1uni,"24.140,00"
259698,toallitas femeninas primer precio nocturna 8uni,"1.690,00"
305331,protector labial sanacutis con manteca de cacao y pantalla solar 1uni,"5.149,00"
238470,tintura issue keratina tono 8.1 rubio claro ceniza 1uni,"3.590,00"
163887,apósitos para adulto nonisec incontinencia leve 10uni,"3.149,00"
322160,set kevin edt 60 ml + deo 150 ml 1uni,"29.990,00"
303681,fragancia paulvic good eau de parfum 55cm3,"14.290,00"
321854,crema facial nivea nutritiva 7 en 1 100cm3,"4.990,00"
129466,esponja de baño primer precio body masaje 1uni,"1.979,00"
310939,pañales babysec ultrasoft p 12uni,"4.449,00"
321626,máscara tratamiento capilar dove uv repair & glow + ferúlico 250grs,"16.150,00"
312546,tintura leau vive castaño 4 1uni,"2.890,00"
312549,tintura leau vive rubio claro 8 1uni,"2.890,00"
238459,tintura issue keratina tono 5 castaño claro 1uni,"3.590,00"
308130,kit tintura excellence creme tono 8 rubio claro 1uni,"24.140,00"
238374,talco para el cuerpo algabo floral doypack 200grs,"2.219,00"
323093,shampoo elvive glycolic cristal brillo anti-residuos 400cm3,"6.990,00"
311746,gel fijador cabello lord cheseline extra 280grs,"6.641,00"
319420,repuesto para afeitar gillette mach3 regular 4uni,"20.150,00"
129465,esponja de baño primer precio anatomica 1uni,"990,00"
156351,apósitos post parto huggies mamá  10uni,"4.490,00"
163774,toallitas desmaquillantes neutrógena piel sensible 25uni,"6.336,75"
310822,gel roby fijación normal 150grs,"2.790,00"
308143,kit tintura excellence creme tono 7.11 rubio ceniza profundo 1uni,"24.140,00"
315459,kit tintura excellence creme tono 6 rubio oscuro 1uni,"24.140,00"
323091,acondicionador elvive glycolic cristal brillo cristalino 400cm3,"6.990,00"
317064,protector solar facial nivea invisible daily fps 50 40cm3,"28.399,00"
311267,jabón de tocador nivea creme care x3 375grs,"5.290,00"
129467,esponja de baño primer precio infantil 1uni,"1.229,00"
317267,pañales huggies talle m 44uni,"11.990,00"
308140,kit tintura excellence creme tono 6.34 chocolate 1uni,"24.140,00"
315458,kit tintura excellence creme tono 4 castaño 1uni,"24.140,00"
240113,polvo decolorante issue 70grs,"3.549,00"
191243,protectores diarios primer precio pocket 40uni,"2.390,00"
311261,crema corporal nivea soft milk cuidado completo 250cm3,"5.390,00"
321696,esponja de baño cooperativa vegetal con cordón 1uni,"4.249,00"
314639,afeitadora descartable gillette prestobarba ultragrip 2 3uni,"5.159,00"
238456,tintura issue keratina tono 3 castaño oscuro 1uni,"3.590,00"
238467,tintura issue keratina tono 5.13 castaño claro chocolate 1uni,"3.590,00"
317737,paños desmaquillantes de algodón estrella 40uni,"4.049,00"
312577,pañales pampers baby-dry hipoalergénico xg 18uni,"10.914,00"
310672,pañales babysec premium soft m 48uni,"21.990,00"
310674,pañales babysec premium soft xg 32uni,"21.990,00"
280077,pañales para adulto disadul con gel extra grande 20uni,"23.946,00"
316249,toallitas húmedas para bebé babysec ultra fresh 50uni,"4.189,00"
309983,shampoo para niños johnson's gotas de brillo 200cm3,"4.590,00"
317326,acondicionador para niños johnson's gotas de brillo 200cm3,"5.249,00"
322169,neceser flower rose edt 50ml + deo 123ml  1uni,"27.900,00"
322165,set ciel magic edp 50ml + deo 123ml 1uni,"32.990,00"
244225,fragancia flower rose teen 250cm3,"11.990,00"
305167,colonia ciel magic 250cm3,"12.490,00"
452733,fragancia paulvic gentleman eau de parfum 60cm3,"14.290,00"
311838,jabón de tocador primer precio floral tricolor x3 270grs,"1.649,00"
312164,jabón líquido lux botanicals jazmín doypack 220cm3,"2.744,00"
307186,tratamiento capilar pantene colágeno sellador de puntas 90cm3,"8.251,00"
321838,óleo capilar nutritivo pantene  95cm3,"19.678,00"
303312,toallitas femeninas primer precio con gel tanga 8uni,"1.249,00"
303729,algodón ejemplar clásico 65grs,"1.300,00"
305962,toallitas femeninas kotex esencial con alas 16uni,"4.500,00"
318570,toallitas húmedas para bebé huggies limpieza diaria 112uni,"9.390,00"
308138,kit tintura excellence creme tono 6.1 rubio oscuro cenizo 1uni,"24.140,00"
313184,shampoo dove bond intense repair 400cm3,"10.550,00"
304176,hebillas cooperativa tic tac 4uni,"1.449,00"
311128,acondicionador elvive óleo extraordinario rizos definidos 400cm3,"6.290,00"
312579,pañales pampers baby-dry hipoalergénico m 26uni,"10.914,00"
311963,pañales huggies classic p 30uni,"12.490,00"
318314,mascarilla capilar elvive dream liso 300cm3,"12.919,00"
310825,spray fijador roby extra fuerte 127grs,"5.749,00"
195942,after shave chester ice loción 100cm3,"11.990,00"
317733,hisopos estrella zipper 125uni,"3.690,00"
312552,tintura leau vive rubio extra claro ceniza 10.1 1uni,"2.890,00"
304170,lima para uñas cooperativa decorada 1uni,"1.190,00"
459793,peine cooperativa familiar 1uni,"1.190,00"
305846,jabón de glicerina primer precio x3 270grs,"2.860,00"
311264,crema corporal nivea hidratación express cuidado completo 250cm3,"5.390,00"
312493,crema para peinar elvive óleo extraordinario rizos 250cm3,"9.690,00"
312497,crema para peinar fructis hair food manteca de cacao  250cm3,"9.690,00"
313185,máscara de tratamiento dove bond intense repair 250grs,"16.150,00"
311092,afeitadora descartable xmart rapi2 6uni,"2.600,00"
305585,elásticos para cabello cooperativa negros 8uni,"1.549,00"
182289,toallitas húmedas q-soft para adultos 40uni,"6.300,00"
167038,pañales para adulto primer precio con gel g 10uni,"8.490,00"
316267,acondicionador sedal luminous uv 340cm3,"3.590,00"
310673,pañales babysec premium soft g 40uni,"21.990,00"
322606,combo desodorante antitranspirante dove + mini all body deo 205cm3,"5.159,00"
303855,jabón de tocador cooperativa floral x3 375grs,"2.490,00"
311131,shampoo elvive oleo extraordinario rizos definidos 400cm3,"6.290,00"
318458,jabón de tocador plusbelle jazmín intenso 360grs,"3.899,00"
312574,mascarilla intensiva pantene pro-v hdratación nutri perlas 270cm3,"10.200,00"
309678,mascarilla fructis hair food aloe 350cm3,"14.990,00"
310348,toallitas femeninas calipso nocturna  8uni,"1.192,00"
303786,protectores diarios primer precio duo forma 20uni,"1.990,00"
312553,tintura leau vive rubio dorado 7.3 1uni,"2.890,00"
238469,tintura issue keratina tono 7.3 rubio dorado 1uni,"3.590,00"
238518,tintura issue keratina tono 9.1 rubio claro claro ceniza 1uni,"3.590,00"
311695,tintura en shampoo issue express rubio 1uni,"4.449,00"
306005,protectores diarios kotex esencial 60uni,"4.490,00"
310169,kit tintura nutrisse clásico tono 40 moca 1uni,"16.590,00"
315457,kit tintura excellence creme tono 120 rubio ultra claro natural 1uni,"24.140,00"
312523,óleo calcáreo para bebé con avena doncella  500cm3,"6.990,00"
305366,set de limas cooperativa 2uni,"2.390,00"
305368,cepillo para uñas cooperativa 1uni,"2.649,00"
307761,afeitadora descartable bic hybrid x6 repuestos 6uni,"10.749,00"
313182,acondicionador dove bond intense repair 250cm3,"8.854,00"
321643,spray fijador roby extra fuerte 390ml,"8.449,00"
310686,spray fijador roby mousse capilar 160grs,"7.600,00"
182406,tratamiento capilar pantene pro-v restauración ampolla 45cm3,"7.336,00"
321697,perfilador de cejas cooperativa 3uni,"3.290,00"
297870,quitaesmalte algabo fortalecedor 100cm3,"2.175,00"
310420,shampoo para bebés johnson's cabello claro manzanilla 200cm3,"5.249,00"
309984,colonia para niños johnson's fresca caricia 200cm3,"7.749,00"
305212,afeitadora descartable bic comfort 3 normal  1uni,"2.190,00"
321433,pasta dental colgate total original mint 140grs,"8.549,00"
317364,acondicionador fructis probióticos fuerza 350cm3,"8.490,00"
312548,tintura leau vive rubio 7 1uni,"2.890,00"
310183,kit tintura nutrisse clásico tono 60 capuccino 1uni,"16.590,00"
310184,kit tintura nutrisse clásico tono 67p chocolate intenso 1uni,"16.590,00"
322896,pañales pampers supersec g 40uni,"21.990,00"
308146,kit tintura excellence creme tono 8.3 rubio claro dorado 1uni,"24.140,00"
317427,kit tintura excellence creme tono 3 castaño oscuro profundo 1uni,"24.140,00"
307967,shampoo pantene hidrata y fortalece 400cm3,"10.200,00"
312165,jabón líquido para manos lux botanicals orquídea negra doypack 220cm3,"2.750,00"
305851,agua micelar teatrical suavizante 600cm3,"10.869,00"
313692,shampoo anticaspa head & shoulders anticomezón 375cm3,"8.490,00"
319267,protector solar nivea facial ultra light tono claro fps 50 40cm3,"28.399,00"
310041,toallitas húmedas para bebé ideal sin alcohol 40uni,"3.590,00"
318459,jabón de tocador plusbelle flores rosas 360grs,"3.899,00"
312676,jabón en barra rexona bamboo x3 multipack 360grs,"4.096,00"
310861,acondicionador pantene pro-v miracle revitalizacion 400cm3,"10.200,00"
312166,jabón líquido lux botanicals rosas francesas doypack 220cm3,"2.744,00"
306960,mascarilla capilar elvive nutrición intensa óleo coco 300cm3,"11.990,00"
318315,crema para peinar elvive dream liso 250cm3,"11.185,00"
316702,sérum capilar sedal luminous uv 110cm3,"8.590,00"
303705,tampones primer precio súper 8uni,"2.149,00"
312679,jabón de tocador dove piel sensible 90grs,"2.519,00"
310828,spray fijador roby fuerte 127grs,"5.749,00"
304167,limas para uñas cooperativa largas 5uni,"1.390,00"
307618,gel íntimo tulipán l-arginina 30grs,"6.449,00"
224484,toallitas desmaquillantes neutrogena night calming 25uni,"6.336,75"
259697,toallitas femeninas primer precio con gel ultrafinas 8uni,"1.390,00"
317079,acondicionador tresemmé keratina antifrizz 500cm3,"9.990,00"
317082,acondicionador tresemmé brillo lamelar 500cm3,"9.990,00"
238468,tintura issue keratina tono 7.1 rubio ceniza 1uni,"3.590,00"
317384,tintura en shampoo issue express rubio natural 1uni,"4.349,00"
305501,tintura silkey key kolor rubio oscuro coffee 6 1uni,"7.690,00"
305511,tintura silkey key kolor rubio claro 8 1uni,"7.690,00"
317362,crema para peinar fructis probióticos fuerza 250cm3,"7.390,00"
312496,mascarilla fructis hair food manteca de cacao 350cm3,"14.990,00"
317644,sérum capilar pantene equilibrio 95cm3,"22.597,00"
310831,toallitas femeninas lina esencial con alas 8uni,"2.090,00"
320516,máquina para afeitar groomen 300 + repuesto 3 filos 1uni,"5.990,00"
312578,pañales pampers baby-dry hipoalergénico xxg 16uni,"10.914,00"
280076,pañales para adulto disadul con gel grande 20uni,"21.647,00"
322897,pañales pampers supersec xg 32uni,"21.990,00"
322168,neceser ciel magic edt 50ml + deo 123ml 1uni,"33.990,00"
244224,fragancia etienne ciel 250cm3,"12.490,00"
314067,colonia crandall legend eau de toilette 90cm3,"23.941,00"
316071,pasta dental colgate protección anticaries 180grs,"5.955,00"
317066,agua micelar nivea bifásica regenerador 400cm3,"18.590,00"
307952,agua micelar neutrogena bifásica hydro boost 200cm3,"10.536,75"
317995,jabón de tocador palmolive oliva y aloe vera 85grs,"769,00"
304847,toallitas húmedas para bebé q-soft antipaspaduras 40uni,"5.490,00"
305425,chupete teddy decorado con tetina de silicona modelos varios,"6.411,75"
305552,chupete dispita de silicona con protector modelos varios,"9.547,00"
312524,óleo calcáreo para bebé con avena doncella  1000cm3,"12.349,00"
304165,alicate cooperativa grande 1uni,"3.449,00"
318460,jabón de tocador plusbelle lavanda 360grs,"3.899,00"
315029,pasta dental sensodyne blanqueador extra fresh 140grs,"9.400,00"
317083,acondicionador tresemmé cauterizacion reparadora 500cm3,"9.990,00"
322161,set chester ice edt 60 ml + deo 150 ml 1uni,"26.900,00"
322163,set acqua di colbert edt 60 ml + deo 150 ml 1uni,"29.990,00"
322167,neceser ciel crystal edt 50ml + crema 85gr 1uni,"33.990,00"
316271,crema para peinar sedal luminous uv 300cm3,"4.590,00"
311896,desodorante antitranspirante polyana women energy aerosol 150cm3,"3.099,00"
318555,crema corporal dermaglos hidratación + absorción inmediata 175cm3,"14.359,00"
322602,antitranspirante barra dove original 53grs,"6.982,00"
311094,afeitadora descartable xmart speed 3 2uni,"3.990,00"
321457,enjuague bucal listerine sandía y menta frescura suave sin alcohol 250cm3,"4.449,00"
312377,pasta dental odolito tutti frutti 50grs,"2.390,00"
459796,peine cooperativa grande colores varios 1uni,"1.190,00"
316269,shampoo sedal luminous uv 340cm3,"3.590,00"
313690,shampoo anticaspa head & shoulders anticomezón 180cm3,"7.290,00"
317089,acondicionador tresemmé efecto botox 500cm3,"9.990,00"
315158,cepillo de dientes close up deep action medio 1uni,"2.060,00"
238463,tintura issue keratina tono 5.1 castaño claro ceniza 1uni,"3.590,00"
238516,tintura issue keratina tono 6.1 rubio oscuro ceniza 1uni,"3.590,00"
310170,kit tintura nutrisse clásico tono 30 espresso 1uni,"16.590,00"
317086,shampoo tresemmé cauterización reparadora 500cm3,"9.990,00"
309981,shampoo para niños johnson's hidratacion intensa 400cm3,"9.449,00"
310419,shampoo para niños johnson's gotas de brillo 400cm3,"9.449,00"
310422,shampoo para bebés johnson's cabello claro manzanilla 750cm3,"18.149,00"
310421,shampoo para bebés johnson's cabello claro manzanilla 400cm3,"10.890,00"
321396,crema corporal nivea milk nutritiva 100cm3,"4.629,00"
310878,talco para bebé johnson´s original 200grs,"9.700,00"
307922,toallitas femeninas nosotras ultra invisible 8uni,"3.949,00"
311957,toallas incontinencia plenitud femme esencial plus 8uni,"5.399,00"
304183,hebilllas invisibles cooperativa negras 24uni,"1.149,00"
320518,repuesto para afeitar groomen 300 3 filos 2uni,"5.990,00"
312892,crema para peinar tresemmé antifrizz 300cm3,"7.343,00"
318307,crema para peinar fructis hydra liss 250cm3,"7.390,00"
318998,mascarilla fructis hair food ananá 350cm3,"14.990,00"
323095,mascarilla elvive glycolic cristal brillo anti-residuos 300cm3,"12.919,00"
