"EAN","PRECIO"
"7792052170826","4.530,00"
"7790070335937","2.250,00"
"7792180004567","2.100,00"
"7790360720115","1.277,00"
"7622300742645","1.450,00"
"7790040139015","2.950,00"
"7790040143784","1.200,00"
"7790040003569","1.600,00"
"7792590000159","900,00"
"7790040133242","1.600,00"
"7898024395867","5.400,00"
"7622201745905","5.450,00"
"7790040932104","900,00"
"7790040136243","4.150,00"
"7790040139183","800,00"
"7792900000428","1.415,00"
"7622210691835","2.950,00"
"7790070336217","1.824,00"
"7790040133235","1.650,00"
"7622201735319","2.400,00"
"7794000006478","1.638,00"
"7730241003661","7.300,00"
"7790040143654","1.218,00"
"7790070317698","1.000,00"
"7790070431486","1.850,00"
"7798141970353","773,00"
"7622202038099","2.800,00"
"7790072001014","1.503,00"
"7790040139169","850,00"
"7791120098093","2.500,00"
"7792200000128","1.350,00"
"7790040143531","1.700,00"
"7790045001188","2.600,00"
"7790040003606","1.600,00"
"7790407031273","7.851,00"
"7792052999014","2.060,00"
"7622201735821","3.350,00"
"7790380023432","2.000,00"
"7792180001641","4.050,00"
"7790040613706","1.176,00"
"7790070336309","1.824,00"
"7795735000335","1.339,00"
"7792052174985","2.890,00"
"7792052170772","4.530,00"
"7792052999281","1.380,00"
